PLAYER,YEAR,POS,TEAM,CAP HIT,SALARY PERCENTAGE
Jay Bouwmeester,2013,D,STL,6680000,0.104
Jay Bouwmeester,2012,D,STL,6680000,0.095
Patrick Marleau,2016,LW,SJS,6666668,0.091
Ilya Kovalchuk,2012,LW,NJD,6666667,0.095
Ilya Kovalchuk,2011,LW,NJD,6666667,0.104
Dan Boyle,2011,D,SJS,6666667,0.104
Dan Boyle,2013,D,SJS,6666667,0.104
Dan Boyle,2012,D,SJS,6666667,0.095
Brad Richards,2011,C,NYR,6666667,0.104
Brad Richards,2012,C,NYR,6666667,0.095
Brad Richards,2013,C,NYR,6666667,0.104
Patrick Marleau,2014,LW,SJS,6666666,0.097
David Pastrnak,2018,RW,BOS,6666666,0.085
David Pastrnak,2020,RW,BOS,6666666,0.083
Patrick Marleau,2015,LW,SJS,6666666,0.093
David Pastrnak,2021,RW,BOS,6666666,0.084
David Pastrnak,2017,RW,BOS,6666666,0.089
David Pastrnak,2019,RW,BOS,6666666,0.082
Kevin Shattenkirk,2018,D,NYR,6650000,0.084
Kevin Shattenkirk,2017,D,NYR,6650000,0.089
Paul Stastny,2012,C,COL,6600000,0.094
Paul Stastny,2013,C,COL,6600000,0.103
Paul Stastny,2011,C,COL,6600000,0.103
Derek Stepan,2015,C,NYR,6500000,0.091
Chris Kreider,2021,LW,NYR,6500000,0.08
Carey Price,2017,G,MTL,6500000,0.087
Justin Faulk,2020,D,STL,6500000,0.081
Brayden Schenn,2020,C,STL,6500000,0.081
Torey Krug,2020,D,STL,6500000,0.081
Alex Pietrangelo,2015,D,STL,6500000,0.092
Erik Karlsson,2018,D,SJS,6500000,0.082
Erik Karlsson,2017,D,OTT,6500000,0.08
Paul Stastny,2019,C,VGK,6500000,0.08
Paul Stastny,2018,C,VGK,6500000,0.083
Carey Price,2015,G,MTL,6500000,0.091
Derek Stepan,2020,C,OTT,6500000,0.08
Erik Karlsson,2012,D,OTT,6500000,0.093
Erik Karlsson,2015,D,OTT,6500000,0.091
Carey Price,2013,G,MTL,6500000,0.101
Dion Phaneuf,2013,D,TOR,6500000,0.101
Cam Fowler,2020,D,ANA,6500000,0.08
Thomas Vanek,2014,LW,MIN,6500000,0.095
Alex Pietrangelo,2019,D,STL,6500000,0.08
Alex Pietrangelo,2018,D,STL,6500000,0.082
Paul Stastny,2020,C,WPG,6500000,0.08
Dion Phaneuf,2011,D,TOR,6500000,0.101
Derek Stepan,2019,C,AZ,6500000,0.08
Cam Fowler,2021,D,ANA,6500000,0.08
Carey Price,2012,G,MTL,6500000,0.093
Alex Pietrangelo,2014,D,STL,6500000,0.095
Daniel Briere,2011,RW,PHI,6500000,0.101
Erik Karlsson,2013,D,OTT,6500000,0.101
Derek Stepan,2017,C,AZ,6500000,0.09
Carey Price,2014,G,MTL,6500000,0.094
Cam Fowler,2019,D,ANA,6500000,0.08
Derek Stepan,2018,C,AZ,6500000,0.082
Derek Stepan,2016,C,NYR,6500000,0.089
Erik Karlsson,2014,D,OTT,6500000,0.094
Alex Pietrangelo,2016,D,STL,6500000,0.089
Daniel Briere,2012,RW,PHI,6500000,0.093
Carey Price,2016,G,MTL,6500000,0.089
Alex Pietrangelo,2013,D,STL,6500000,0.101
Dion Phaneuf,2012,D,TOR,6500000,0.093
Erik Karlsson,2016,D,OTT,6500000,0.089
Wade Redden,2011,D,NYR,6500000,0.101
Cam Fowler,2018,D,ANA,6500000,0.082
Justin Faulk,2021,D,STL,6500000,0.08
Brayden Schenn,2021,C,STL,6500000,0.08
Brendan Gallagher,2021,RW,MTL,6500000,0.08
Torey Krug,2021,D,STL,6500000,0.08
Thomas Vanek,2015,LW,MIN,6500000,0.091
Alex Pietrangelo,2017,D,STL,6500000,0.087
Chris Kreider,2020,LW,NYR,6500000,0.084
Alexander Debrincat,2021,RW,CHI,6400000,0.079
John Gibson,2020,G,ANA,6400000,0.079
Alexander Debrincat,2020,RW,CHI,6400000,0.08
John Gibson,2021,G,ANA,6400000,0.079
John Gibson,2019,G,ANA,6400000,0.079
Sean Monahan,2018,C,CGY,6375000,0.08
Sean Monahan,2016,C,CGY,6375000,0.087
Sean Monahan,2021,C,CGY,6375000,0.078
Sean Monahan,2017,C,CGY,6375000,0.086
Sean Monahan,2020,C,CGY,6375000,0.078
Sean Monahan,2019,C,CGY,6375000,0.078
Keith Yandle,2016,D,FLA,6350000,0.089
Keith Yandle,2017,D,FLA,6350000,0.085
Keith Yandle,2020,D,FLA,6350000,0.078
Keith Yandle,2018,D,FLA,6350000,0.08
Keith Yandle,2019,D,FLA,6350000,0.078
Kimmo Timonen,2011,D,PHI,6333333,0.099
Kimmo Timonen,2012,D,PHI,6333333,0.09
Cam Ward,2015,G,CAR,6300000,0.089
Patrick Kane,2012,RW,CHI,6300000,0.09
Jonathan Toews,2012,C,CHI,6300000,0.09
Patrick Kane,2013,RW,CHI,6300000,0.098
Jonathan Toews,2013,C,CHI,6300000,0.098
Cam Ward,2011,G,CAR,6300000,0.098
Nathan MacKinnon,2017,C,COL,6300000,0.084
Nathan MacKinnon,2021,C,COL,6300000,0.079
Nathan MacKinnon,2020,C,COL,6300000,0.077
Nathan MacKinnon,2018,C,COL,6300000,0.079
Cam Ward,2014,G,CAR,6300000,0.091
Nathan MacKinnon,2019,C,COL,6300000,0.077
Patrick Kane,2011,RW,CHI,6300000,0.098
Jonathan Toews,2011,C,CHI,6300000,0.098
Cam Ward,2013,G,CAR,6300000,0.098
Cam Ward,2012,G,CAR,6300000,0.09
Patrick Kane,2014,RW,CHI,6300000,0.091
Jonathan Toews,2014,C,CHI,6300000,0.091
Nathan MacKinnon,2016,C,COL,6300000,0.086
Alexander Radulov,2018,RW,DAL,6250000,0.079
Ryan Miller,2012,G,BUF,6250000,0.089
Alexander Radulov,2021,RW,DAL,6250000,0.078
Alexander Radulov,2019,RW,DAL,6250000,0.078
Matthew Murray,2020,G,OTT,6250000,0.077
Ryan Smyth,2011,LW,EDM,6250000,0.097
Joshua Morrissey,2020,D,WPG,6250000,0.077
Ryan Ellis,2020,D,NSH,6250000,0.077
Matthew Murray,2021,G,OTT,6250000,0.077
Patrick Marleau,2017,LW,TOR,6250000,0.09
Ryan Ellis,2019,D,NSH,6250000,0.077
Patrick Marleau,2018,LW,TOR,6250000,0.081
Ryan Ellis,2021,D,PHI,6250000,0.077
Ryan Miller,2011,G,BUF,6250000,0.097
Alexander Radulov,2017,RW,DAL,6250000,0.08
Joshua Morrissey,2021,D,WPG,6250000,0.077
Jeff Petry,2021,D,MTL,6250000,0.077
Ilya Kovalchuk,2018,LW,LAK,6250000,0.079
Alexander Radulov,2020,RW,DAL,6250000,0.08
Nicklas Lidstrom,2011,D,DET,6200000,0.096
Connor Hellebuyck,2020,G,WPG,6166666,0.076
Connor Hellebuyck,2019,G,WPG,6166666,0.076
Connor Hellebuyck,2018,G,WPG,6166666,0.078
Connor Hellebuyck,2021,G,WPG,6166666,0.076
Brad Marchand,2019,LW,BOS,6125000,0.075
Brad Marchand,2018,LW,BOS,6125000,0.078
Mark Scheifele,2017,C,WPG,6125000,0.082
Mark Scheifele,2020,C,WPG,6125000,0.075
Mark Scheifele,2019,C,WPG,6125000,0.075
Mark Scheifele,2018,C,WPG,6125000,0.077
Mark Scheifele,2016,C,WPG,6125000,0.084
Brad Marchand,2020,LW,BOS,6125000,0.076
Mark Scheifele,2021,C,WPG,6125000,0.075
Brad Marchand,2021,LW,BOS,6125000,0.077
Brad Marchand,2017,LW,BOS,6125000,0.082
Braden Holtby,2017,G,WAS,6100000,0.081
Daniel Sedin,2012,LW,VAN,6100000,0.087
Henrik Sedin,2012,C,VAN,6100000,0.087
Dylan Larkin,2020,C,DET,6100000,0.075
Dylan Larkin,2018,C,DET,6100000,0.078
Dylan Larkin,2019,C,DET,6100000,0.075
Braden Holtby,2019,G,WAS,6100000,0.076
Braden Holtby,2018,G,WAS,6100000,0.077
Dylan Larkin,2021,C,DET,6100000,0.075
Braden Holtby,2016,G,WAS,6100000,0.084
Daniel Sedin,2013,LW,VAN,6100000,0.095
Henrik Sedin,2013,C,VAN,6100000,0.095
Daniel Sedin,2011,LW,VAN,6100000,0.095
Henrik Sedin,2011,C,VAN,6100000,0.095
Braden Holtby,2015,G,WAS,6100000,0.086
Henrik Zetterberg,2015,LW,DET,6083333,0.086
Henrik Zetterberg,2020,LW,DET,6083333,0.075
Henrik Zetterberg,2018,LW,DET,6083333,0.077
Henrik Zetterberg,2019,LW,DET,6083333,0.075
Mike Green,2014,D,WAS,6083333,0.088
Mike Green,2012,D,WAS,6083333,0.087
Henrik Zetterberg,2014,LW,DET,6083333,0.092
Henrik Zetterberg,2012,LW,DET,6083333,0.087
Henrik Zetterberg,2016,LW,DET,6083333,0.084
Mike Green,2013,D,WAS,6083333,0.095
Henrik Zetterberg,2011,LW,DET,6083333,0.095
Henrik Zetterberg,2013,LW,DET,6083333,0.095
Henrik Zetterberg,2017,LW,DET,6083333,0.082
Johnny Boychuk,2019,D,NYI,6000000,0.074
Mike Green,2017,D,DET,6000000,0.081
Erik Johnson,2016,D,COL,6000000,0.082
Jake Guentzel,2021,C,PIT,6000000,0.074
Niklas Backstrom,2012,G,MIN,6000000,0.086
Patrik Elias,2012,C,NJD,6000000,0.086
Michael Cammalleri,2011,LW,CGY,6000000,0.093
Timo Meier,2019,LW,SJS,6000000,0.074
Ryan Miller,2014,G,VAN,6000000,0.087
Logan Couture,2018,C,SJS,6000000,0.076
Joe Pavelski,2018,LW,SJS,6000000,0.076
Matt Duchene,2017,C,OTT,6000000,0.074
Jordan Staal,2015,C,CAR,6000000,0.084
Taylor Hall,2016,LW,NJD,6000000,0.082
Cory Schneider,2016,G,NJD,6000000,0.082
Mathew Dumba,2018,D,MIN,6000000,0.076
Mike Green,2015,D,DET,6000000,0.085
Zach Parise,2011,LW,NJD,6000000,0.093
Patrik Elias,2011,C,NJD,6000000,0.093
Jordan Staal,2020,C,CAR,6000000,0.075
Mats Zuccarello-Aasen,2019,RW,MIN,6000000,0.074
Mathew Dumba,2019,D,MIN,6000000,0.074
Joe Pavelski,2014,LW,SJS,6000000,0.087
Logan Couture,2014,C,SJS,6000000,0.087
David Backes,2018,C,BOS,6000000,0.076
Jordan Staal,2018,C,CAR,6000000,0.076
Filip Forsberg,2021,C,NSH,6000000,0.074
Brandon Saad,2017,LW,CHI,6000000,0.084
Milan Lucic,2017,LW,EDM,6000000,0.086
Brandon Saad,2016,LW,CBJ,6000000,0.082
Niklas Backstrom,2011,G,MIN,6000000,0.093
Corey Crawford,2017,G,CHI,6000000,0.084
Ryan Nugent-Hopkins,2017,C,EDM,6000000,0.086
Loui Eriksson,2016,RW,VAN,6000000,0.083
Ryan Miller,2016,G,VAN,6000000,0.083
Filip Forsberg,2017,C,NSH,6000000,0.08
Michael Cammalleri,2013,LW,CGY,6000000,0.093
Jordan Staal,2019,C,CAR,6000000,0.074
David Backes,2020,C,ANA,6000000,0.074
Kyle Okposo,2021,RW,BUF,6000000,0.074
Nikolaj Ehlers,2020,LW,WPG,6000000,0.074
Corey Crawford,2015,G,CHI,6000000,0.085
Jordan Eberle,2015,RW,EDM,6000000,0.084
Taylor Hall,2015,LW,EDM,6000000,0.084
Kyle Okposo,2020,RW,BUF,6000000,0.075
Ryan Nugent-Hopkins,2015,C,EDM,6000000,0.084
Milan Lucic,2013,LW,BOS,6000000,0.093
Taylor Hall,2019,LW,AZ,6000000,0.074
Ryan Nugent-Hopkins,2020,C,EDM,6000000,0.074
Johnny Boychuk,2016,D,NYI,6000000,0.082
Logan Couture,2016,C,SJS,6000000,0.082
Ryan O'Reilly,2014,C,COL,6000000,0.087
Joe Pavelski,2016,LW,SJS,6000000,0.082
Timo Meier,2021,LW,SJS,6000000,0.074
Matt Duchene,2014,C,COL,6000000,0.087
Kyle Okposo,2017,RW,BUF,6000000,0.08
Filip Forsberg,2020,C,NSH,6000000,0.074
Brandon Saad,2018,LW,CHI,6000000,0.077
Tomas Plekanec,2017,C,TOR,6000000,0.086
Corey Crawford,2018,G,CHI,6000000,0.077
Jordan Eberle,2013,RW,EDM,6000000,0.093
Erik Johnson,2017,D,COL,6000000,0.08
Milan Lucic,2014,LW,BOS,6000000,0.094
Michael Cammalleri,2012,LW,CGY,6000000,0.086
Taylor Hall,2013,LW,EDM,6000000,0.093
Milan Lucic,2018,LW,EDM,6000000,0.076
Ryan Nugent-Hopkins,2018,C,EDM,6000000,0.076
Taylor Hall,2017,LW,NJD,6000000,0.08
Cory Schneider,2017,G,NJD,6000000,0.08
Brandon Saad,2019,LW,CHI,6000000,0.074
Corey Crawford,2019,G,CHI,6000000,0.074
Matt Duchene,2015,C,COL,6000000,0.084
Ryan Nugent-Hopkins,2019,C,EDM,6000000,0.074
Erik Johnson,2021,D,COL,6000000,0.075
David Backes,2016,C,BOS,6000000,0.082
David Backes,2019,C,ANA,6000000,0.074
Ryan O'Reilly,2015,C,BUF,6000000,0.085
Nikolaj Ehlers,2019,LW,WPG,6000000,0.074
Filip Forsberg,2018,C,NSH,6000000,0.076
Kyle Okposo,2019,RW,BUF,6000000,0.074
Kyle Turris,2018,C,NSH,6000000,0.076
Brandon Saad,2020,LW,COL,6000000,0.074
Erik Johnson,2020,D,COL,6000000,0.074
Nikolaj Ehlers,2018,LW,WPG,6000000,0.076
Mats Zuccarello-Aasen,2021,RW,MIN,6000000,0.074
Cory Schneider,2015,G,NJD,6000000,0.084
Mathew Dumba,2021,D,MIN,6000000,0.074
Filip Forsberg,2019,C,NSH,6000000,0.074
Kyle Turris,2019,C,NSH,6000000,0.074
Jordan Staal,2016,C,CAR,6000000,0.082
Jonas Brodin,2021,D,MIN,6000000,0.074
Erik Johnson,2018,D,COL,6000000,0.076
Milan Lucic,2021,LW,CGY,6000000,0.074
Jacob Markstrom,2021,G,CGY,6000000,0.074
Artemi Panarin,2017,LW,CBJ,6000000,0.08
Kyle Okposo,2018,RW,BUF,6000000,0.076
Loui Eriksson,2017,RW,VAN,6000000,0.08
Jordan Staal,2014,C,CAR,6000000,0.087
Jake Guentzel,2020,C,PIT,6000000,0.074
Mike Green,2016,D,DET,6000000,0.083
Jordan Eberle,2014,RW,EDM,6000000,0.087
Taylor Hall,2014,LW,EDM,6000000,0.087
Alexander Edler,2020,D,VAN,6000000,0.075
Johnny Boychuk,2017,D,NYI,6000000,0.077
Ryan Nugent-Hopkins,2014,C,EDM,6000000,0.087
Jordan Eberle,2017,RW,NYI,6000000,0.077
Tyler Myers,2020,D,VAN,6000000,0.075
Erik Johnson,2019,D,COL,6000000,0.074
Tomas Plekanec,2016,C,MTL,6000000,0.082
Brandon Saad,2015,LW,CBJ,6000000,0.084
Milan Lucic,2015,LW,LAK,6000000,0.084
Ryan Miller,2015,G,VAN,6000000,0.084
Taylor Hall,2018,LW,NJD,6000000,0.076
Kimmo Timonen,2013,D,PHI,6000000,0.094
Cory Schneider,2018,G,NJD,6000000,0.076
Jordan Staal,2013,C,CAR,6000000,0.093
Cory Schneider,2019,G,NJD,6000000,0.074
Logan Couture,2017,C,SJS,6000000,0.08
Joe Pavelski,2017,LW,SJS,6000000,0.08
Johnny Boychuk,2020,D,NYI,6000000,0.074
Johnny Boychuk,2021,D,NYI,6000000,0.075
Brock Nelson,2020,C,NYI,6000000,0.074
Milan Lucic,2020,LW,CGY,6000000,0.074
Brock Nelson,2021,C,NYI,6000000,0.075
Matt Duchene,2018,C,CBJ,6000000,0.076
Jacob Markstrom,2020,G,CGY,6000000,0.074
Artemi Panarin,2018,LW,CBJ,6000000,0.076
Johnny Boychuk,2015,D,NYI,6000000,0.084
Corey Crawford,2016,G,CHI,6000000,0.086
Tyler Myers,2021,D,VAN,6000000,0.074
Jake Guentzel,2019,C,PIT,6000000,0.074
Milan Lucic,2016,LW,EDM,6000000,0.082
Timo Meier,2020,LW,SJS,6000000,0.074
Jordan Eberle,2016,RW,EDM,6000000,0.082
Jordan Staal,2021,C,CAR,6000000,0.074
Ryan Nugent-Hopkins,2016,C,EDM,6000000,0.082
Logan Couture,2015,C,SJS,6000000,0.084
Joe Pavelski,2015,LW,SJS,6000000,0.084
Nikolaj Ehlers,2021,LW,WPG,6000000,0.074
Jordan Binnington,2021,G,STL,6000000,0.074
Filip Forsberg,2016,C,NSH,6000000,0.082
Alexander Edler,2019,D,VAN,6000000,0.074
Loui Eriksson,2018,RW,VAN,6000000,0.076
Tyler Myers,2019,D,VAN,6000000,0.074
Loui Eriksson,2019,RW,VAN,6000000,0.074
Kyle Okposo,2016,RW,BUF,6000000,0.082
Johnny Boychuk,2018,D,NYI,6000000,0.076
Jordan Eberle,2018,RW,NYI,6000000,0.076
Corey Crawford,2014,G,CHI,6000000,0.087
David Backes,2017,C,BOS,6000000,0.08
Taylor Hall,2021,LW,BOS,6000000,0.075
Mats Zuccarello-Aasen,2020,RW,MIN,6000000,0.074
Mathew Dumba,2020,D,MIN,6000000,0.074
Milan Lucic,2019,LW,CGY,6000000,0.074
Jordan Staal,2017,C,CAR,6000000,0.08
Brock Nelson,2019,C,NYI,6000000,0.074
Matt Duchene,2016,C,COL,6000000,0.082
Nate Schmidt,2019,D,VGK,5950000,0.073
Ben Bishop,2016,G,LAK,5950000,0.082
Ben Bishop,2015,G,TBL,5950000,0.084
Nate Schmidt,2020,D,VAN,5950000,0.075
Nate Schmidt,2021,D,WPG,5950000,0.073
Semyon Varlamov,2016,G,COL,5900000,0.081
Aleksander Barkov,2016,C,FLA,5900000,0.082
William Karlsson,2019,C,VGK,5900000,0.072
Kari Lehtonen,2014,G,DAL,5900000,0.086
Patrick Sharp,2012,LW,CHI,5900000,0.084
William Karlsson,2021,C,VGK,5900000,0.073
Patrick Sharp,2013,LW,CHI,5900000,0.092
Semyon Varlamov,2014,G,COL,5900000,0.086
Semyon Varlamov,2017,G,COL,5900000,0.079
Jonathan Huberdeau,2017,LW,FLA,5900000,0.079
Aleksander Barkov,2017,C,FLA,5900000,0.079
Kari Lehtonen,2016,G,DAL,5900000,0.081
Patrick Sharp,2016,LW,DAL,5900000,0.081
Kari Lehtonen,2013,G,DAL,5900000,0.092
Semyon Varlamov,2015,G,COL,5900000,0.083
Jonathan Huberdeau,2020,LW,FLA,5900000,0.072
Aleksander Barkov,2020,C,FLA,5900000,0.072
Semyon Varlamov,2018,G,COL,5900000,0.074
Aleksander Barkov,2018,C,FLA,5900000,0.074
Jonathan Huberdeau,2018,LW,FLA,5900000,0.074
Phillip Grubauer,2021,G,SEA,5900000,0.072
Aleksander Barkov,2019,C,FLA,5900000,0.072
Jonathan Huberdeau,2019,LW,FLA,5900000,0.072
Kari Lehtonen,2017,G,DAL,5900000,0.076
William Karlsson,2020,C,VGK,5900000,0.073
Kari Lehtonen,2015,G,DAL,5900000,0.083
Patrick Sharp,2015,LW,DAL,5900000,0.083
Jonathan Huberdeau,2021,LW,FLA,5900000,0.072
Aleksander Barkov,2021,C,FLA,5900000,0.072
Patrick Sharp,2014,LW,CHI,5900000,0.086
Dustin Brown,2014,RW,LAK,5875000,0.085
Dustin Brown,2021,RW,LAK,5875000,0.072
Dustin Brown,2016,RW,LAK,5875000,0.081
Dustin Brown,2017,RW,LAK,5875000,0.078
Brock Boeser,2020,RW,VAN,5875000,0.074
Cameron Atkinson,2021,RW,PHI,5875000,0.072
Dustin Brown,2015,RW,LAK,5875000,0.082
Cameron Atkinson,2020,RW,CBJ,5875000,0.072
Dustin Brown,2020,RW,LAK,5875000,0.072
Cameron Atkinson,2018,RW,CBJ,5875000,0.074
Brock Boeser,2021,RW,VAN,5875000,0.073
Cameron Atkinson,2019,RW,CBJ,5875000,0.072
Dustin Brown,2018,RW,LAK,5875000,0.074
Brock Boeser,2019,RW,VAN,5875000,0.072
Dustin Brown,2019,RW,LAK,5875000,0.072
Nick Schmaltz,2020,C,AZ,5850000,0.072
Brandon Dubinsky,2016,C,CBJ,5850000,0.08
Nick Schmaltz,2019,C,AZ,5850000,0.072
Brandon Dubinsky,2017,C,CBJ,5850000,0.078
Nick Schmaltz,2021,C,AZ,5850000,0.072
Brandon Dubinsky,2015,C,CBJ,5850000,0.082
Brandon Dubinsky,2020,C,CBJ,5850000,0.072
Brandon Dubinsky,2018,C,CBJ,5850000,0.074
Brandon Dubinsky,2019,C,CBJ,5850000,0.072
Miikka Kiprusoff,2011,G,CGY,5833333,0.091
Miikka Kiprusoff,2012,G,CGY,5833333,0.083
Adam Henrique,2020,C,ANA,5825000,0.072
Adam Henrique,2021,C,ANA,5825000,0.072
Adam Henrique,2019,C,ANA,5825000,0.072
Alexander Steen,2015,LW,STL,5800000,0.082
Jonathan Quick,2014,G,LAK,5800000,0.084
Esa Lindell,2021,D,DAL,5800000,0.072
Esa Lindell,2019,D,DAL,5800000,0.072
Brent Seabrook,2012,D,CHI,5800000,0.083
Ryan Callahan,2017,RW,TBL,5800000,0.077
Brent Seabrook,2013,D,CHI,5800000,0.09
Jonathan Quick,2021,G,LAK,5800000,0.071
Jonathan Quick,2016,G,LAK,5800000,0.08
Ryan Callahan,2015,RW,TBL,5800000,0.082
Brent Seabrook,2015,D,CHI,5800000,0.082
Alexander Steen,2014,LW,STL,5800000,0.085
Ryan Callahan,2019,RW,OTT,5800000,0.071
Jonathan Quick,2013,G,LAK,5800000,0.09
Ryan Callahan,2018,RW,TBL,5800000,0.073
Alexander Steen,2016,LW,STL,5800000,0.08
Ryan Callahan,2014,RW,TBL,5800000,0.084
Jonathan Quick,2017,G,LAK,5800000,0.077
Brent Seabrook,2011,D,CHI,5800000,0.09
Jonathan Quick,2015,G,LAK,5800000,0.081
Ryan Callahan,2016,RW,TBL,5800000,0.08
Jonathan Quick,2020,G,LAK,5800000,0.071
Pavel Buchnevich,2021,LW,STL,5800000,0.071
Jonathan Quick,2018,G,LAK,5800000,0.073
Esa Lindell,2020,D,DAL,5800000,0.074
Jonathan Quick,2019,G,LAK,5800000,0.071
Brent Seabrook,2014,D,CHI,5800000,0.084
Brent Burns,2014,D,SJS,5760000,0.084
Brent Burns,2016,D,SJS,5760000,0.079
Brent Burns,2013,D,SJS,5760000,0.09
Brent Burns,2012,D,SJS,5760000,0.082
Brent Burns,2015,D,SJS,5760000,0.081
James Neal,2018,LW,CGY,5750000,0.072
Tyler Seguin,2018,C,DAL,5750000,0.072
T.J. Oshie,2017,RW,WAS,5750000,0.077
Matt Niskanen,2017,D,WAS,5750000,0.077
Martin Jones,2019,G,SJS,5750000,0.071
Alexander Steen,2020,LW,STL,5750000,0.071
Martin Jones,2018,G,SJS,5750000,0.072
T.J. Oshie,2020,RW,WAS,5750000,0.071
Travis Zajac,2016,C,NJD,5750000,0.079
Tobias Enstrom,2015,D,WPG,5750000,0.081
Marc-Andre Fleury,2018,G,VGK,5750000,0.073
Travis Zajac,2013,C,NJD,5750000,0.089
Andrei Markov,2015,D,MTL,5750000,0.081
Dougie Hamilton,2020,D,CAR,5750000,0.072
Marc-Andre Fleury,2016,G,PIT,5750000,0.079
Tyler Seguin,2014,C,DAL,5750000,0.083
Dougie Hamilton,2018,D,CAR,5750000,0.072
Andrei Markov,2013,D,MTL,5750000,0.089
Tobias Enstrom,2017,D,WPG,5750000,0.077
Alexander Steen,2019,LW,STL,5750000,0.071
Alexander Steen,2018,LW,STL,5750000,0.073
Dougie Hamilton,2019,D,CAR,5750000,0.071
Matt Niskanen,2014,D,WAS,5750000,0.084
T.J. Oshie,2019,RW,WAS,5750000,0.072
Dougie Hamilton,2016,D,CGY,5750000,0.079
James Neal,2020,LW,EDM,5750000,0.071
T.J. Oshie,2018,RW,WAS,5750000,0.072
Matt Niskanen,2018,D,WAS,5750000,0.072
Andrei Markov,2012,D,MTL,5750000,0.082
Tyler Seguin,2016,C,DAL,5750000,0.079
Mike Richards,2013,C,LAK,5750000,0.089
Travis Zajac,2017,C,NJD,5750000,0.077
Matt Niskanen,2016,D,WAS,5750000,0.079
Andrei Markov,2014,D,MTL,5750000,0.083
Tyler Seguin,2013,C,DAL,5750000,0.089
James Neal,2019,LW,EDM,5750000,0.071
Tobias Enstrom,2014,D,WPG,5750000,0.084
Andrei Markov,2011,D,MTL,5750000,0.089
Mikael Granlund,2018,C,NSH,5750000,0.072
T.J. Oshie,2021,RW,WAS,5750000,0.071
Travis Zajac,2015,C,NJD,5750000,0.081
Mikael Granlund,2019,C,NSH,5750000,0.071
Matt Niskanen,2019,D,PHI,5750000,0.071
Tobias Enstrom,2016,D,WPG,5750000,0.079
Marc-Andre Fleury,2015,G,PIT,5750000,0.081
Alexander Radulov,2016,RW,MTL,5750000,0.079
Mike Richards,2012,C,LAK,5750000,0.082
Andrei Markov,2016,D,MTL,5750000,0.079
Travis Zajac,2018,C,NJD,5750000,0.072
Dougie Hamilton,2017,D,CGY,5750000,0.077
Travis Zajac,2019,C,NJD,5750000,0.071
Travis Zajac,2020,C,NYI,5750000,0.071
Marc-Andre Fleury,2017,G,VGK,5750000,0.077
Tyler Seguin,2017,C,DAL,5750000,0.074
Martin Jones,2020,G,SJS,5750000,0.071
Mikael Granlund,2017,C,MIN,5750000,0.077
Dougie Hamilton,2015,D,CGY,5750000,0.081
Mike Richards,2011,C,LAK,5750000,0.089
Travis Zajac,2014,C,NJD,5750000,0.087
Tyler Seguin,2015,C,DAL,5750000,0.081
Matt Niskanen,2015,D,WAS,5750000,0.081
Alexander Steen,2017,LW,STL,5750000,0.077
Tobias Enstrom,2013,D,WPG,5750000,0.089
Jeff Skinner,2015,LW,CAR,5725000,0.081
Jeff Skinner,2016,LW,CAR,5725000,0.078
Jeff Skinner,2018,LW,BUF,5725000,0.072
Jeff Skinner,2014,LW,CAR,5725000,0.083
Jeff Skinner,2013,LW,CAR,5725000,0.089
Jeff Skinner,2017,LW,CAR,5725000,0.076
Marc Staal,2015,D,NYR,5700000,0.08
Anthony Mantha,2020,RW,WAS,5700000,0.07
Marc Staal,2020,D,DET,5700000,0.07
Marc Staal,2018,D,NYR,5700000,0.072
Marc Staal,2019,D,NYR,5700000,0.07
Marc Staal,2016,D,NYR,5700000,0.078
Anthony Mantha,2021,RW,WAS,5700000,0.07
Marc Staal,2017,D,NYR,5700000,0.076
Mike Smith,2016,G,AZ,5666667,0.078
Mike Smith,2018,G,CGY,5666667,0.071
Mike Smith,2015,G,AZ,5666667,0.08
Ilya Bryzgalov,2011,G,PHI,5666667,0.088
Ilya Bryzgalov,2012,G,PHI,5666667,0.081
Mike Smith,2017,G,CGY,5666667,0.076
Mike Smith,2014,G,AZ,5666667,0.082
Sergei Bobrovsky,2013,G,CBJ,5625000,0.088
Tomas Hertl,2019,C,SJS,5625000,0.07
Tomas Hertl,2018,C,SJS,5625000,0.071
Martin St. Louis,2014,RW,NYR,5625000,0.082
Martin St. Louis,2012,RW,TBL,5625000,0.08
Tomas Hertl,2021,C,SJS,5625000,0.069
Jacob Muzzin,2020,D,TOR,5625000,0.069
Jacob Muzzin,2021,D,TOR,5625000,0.069
Sergei Bobrovsky,2014,G,CBJ,5625000,0.082
Tomas Hertl,2020,C,SJS,5625000,0.069
Martin St. Louis,2011,RW,TBL,5625000,0.088
Blake Wheeler,2015,RW,WPG,5600000,0.078
Lubomir Visnovsky,2011,D,EDM,5600000,0.087
Blake Wheeler,2017,RW,WPG,5600000,0.075
Jason Pominville,2014,RW,MIN,5600000,0.082
Darnell Nurse,2020,D,EDM,5600000,0.069
Jason Pominville,2017,RW,BUF,5600000,0.075
Lubomir Visnovsky,2012,D,NYI,5600000,0.08
Jason Pominville,2016,RW,MIN,5600000,0.077
Blake Wheeler,2014,RW,WPG,5600000,0.081
Blake Wheeler,2018,RW,WPG,5600000,0.07
Jason Pominville,2018,RW,BUF,5600000,0.07
Blake Wheeler,2016,RW,WPG,5600000,0.077
Darnell Nurse,2021,D,EDM,5600000,0.069
