id,name,position,team,assists,games,games_started,goals,time_on_ice,blocked,penaltymin,plusMinus,wins,losses,gaa,shots_against,goals_against,shutouts,yearid
8477509,Mirco Mueller,Defenseman,New Jersey Devils,4,28,0,0,16:40,42,4,1,0,0,0,0,0,0,2017-2018
8477961,John Quenneville,Forward,New Jersey Devils,0,2,0,0,13:17,0,0,-3,0,0,0,0,0,0,2017-2018
8478401,Pavel Zacha,Forward,New Jersey Devils,17,69,0,8,14:22,22,30,-3,0,0,0,0,0,0,2017-2018
8479250,Nick Lappin,Forward,New Jersey Devils,0,6,0,1,9:45,2,4,2,0,0,0,0,0,0,2017-2018
8479291,Kevin Rooney,Forward,New Jersey Devils,0,1,0,0,11:46,0,0,0,0,0,0,0,0,0,2017-2018
8479407,Jesper Bratt,Forward,New Jersey Devils,22,74,0,13,15:15,22,18,-16,0,0,0,0,0,0,2017-2018
8480002,Nico Hischier,Forward,New Jersey Devils,32,82,0,20,16:18,39,26,10,0,0,0,0,0,0,2017-2018
8471239,Cory Schneider,Goalie,New Jersey Devils,0,40,40,0,58:18:00,0,0,0,17,16,2.93279,1228,114,1,2017-2018
8475663,Eddie Lack,Goalie,New Jersey Devils,0,8,5,0,42:57:00,0,0,0,2,4,4.016103,177,23,0,2017-2018
8476234,Keith Kinkaid,Goalie,New Jersey Devils,0,41,38,0,56:02:00,0,0,0,26,10,2.768146,1214,106,1,2017-2018
8478965,Ken Appleby,Goalie,New Jersey Devils,0,3,1,0,41:26:00,0,0,0,0,1,1.447721,55,3,0,2017-2018
8466251,Jason Chimera,Forward,New York Islanders,10,74,0,3,10:17,17,37,-12,0,0,0,0,0,0,2017-2018
8469619,Dennis Seidenberg,Defenseman,New York Islanders,5,28,0,0,17:52,43,17,-9,0,0,0,0,0,0,2017-2018
8470187,Johnny Boychuk,Defenseman,New York Islanders,12,58,0,6,20:11,112,30,-8,0,0,0,0,0,0,2017-2018
8470609,Steve Bernier,Forward,New York Islanders,0,4,0,0,10:03,1,0,-2,0,0,0,0,0,0,2017-2018
8471217,Andrew Ladd,Forward,New York Islanders,17,73,0,12,15:53,40,24,11,0,0,0,0,0,0,2017-2018
8473504,Cal Clutterbuck,Forward,New York Islanders,10,76,0,8,12:47,53,53,-7,0,0,0,0,0,0,2017-2018
8473579,Nikolay Kulemin,Forward,New York Islanders,2,13,0,1,11:56,15,0,0,0,0,0,0,0,0,2017-2018
8474066,Thomas Hickey,Defenseman,New York Islanders,20,69,0,5,18:04,110,24,20,0,0,0,0,0,0,2017-2018
8474573,Josh Bailey,Forward,New York Islanders,53,76,0,18,17:53,33,17,-20,0,0,0,0,0,0,2017-2018
8474586,Jordan Eberle,Forward,New York Islanders,34,81,0,25,16:04,30,21,5,0,0,0,0,0,0,2017-2018
8475166,John Tavares,Forward,New York Islanders,47,82,0,37,19:55,34,26,-12,0,0,0,0,0,0,2017-2018
8475177,Calvin de Haan,Defenseman,New York Islanders,11,33,0,1,18:44,65,8,11,0,0,0,0,0,0,2017-2018
8475181,Nick Leddy,Defenseman,New York Islanders,32,80,0,10,22:25,104,20,-42,0,0,0,0,0,0,2017-2018
8475231,Casey Cizikas,Forward,New York Islanders,10,64,0,7,13:12,53,23,-12,0,0,0,0,0,0,2017-2018
8475314,Anders Lee,Forward,New York Islanders,22,82,0,40,17:16,38,44,-25,0,0,0,0,0,0,2017-2018
8475754,Brock Nelson,Forward,New York Islanders,16,82,0,19,14:43,52,43,-4,0,0,0,0,0,0,2017-2018
8475780,Chris Wagner,Forward,New York Islanders,9,79,0,7,13:16,49,37,-10,0,0,0,0,0,0,2017-2018
8475869,Brandon Davidson,Defenseman,New York Islanders,3,51,0,4,16:49,89,23,-13,0,0,0,0,0,0,2017-2018
8476386,Shane Prince,Forward,New York Islanders,1,14,0,1,12:00,3,11,-3,0,0,0,0,0,0,2017-2018
8476409,Alan Quine,Forward,New York Islanders,3,21,0,0,11:44,9,4,-2,0,0,0,0,0,0,2017-2018
8476429,Scott Mayfield,Defenseman,New York Islanders,10,47,0,2,17:50,73,45,-6,0,0,0,0,0,0,2017-2018
8476917,Adam Pelech,Defenseman,New York Islanders,16,78,0,3,19:16,142,28,7,0,0,0,0,0,0,2017-2018
8477506,Ryan Pulock,Defenseman,New York Islanders,22,68,0,10,18:24,86,14,-4,0,0,0,0,0,0,2017-2018
8477527,Ross Johnston,Forward,New York Islanders,3,24,0,3,9:20,11,62,0,0,0,0,0,0,0,2017-2018
8477936,Michael Dal Colle,Forward,New York Islanders,0,4,0,0,13:21,1,0,0,0,0,0,0,0,0,2017-2018
8477959,Joshua Ho-Sang,Forward,New York Islanders,10,22,0,2,14:16,1,2,-7,0,0,0,0,0,0,2017-2018
8478445,Mathew Barzal,Forward,New York Islanders,63,82,0,22,17:45,31,30,1,0,0,0,0,0,0,2017-2018
8478463,Anthony Beauvillier,Forward,New York Islanders,15,71,0,21,14:31,29,16,2,0,0,0,0,0,0,2017-2018
8479206,Tanner Fritz,Forward,New York Islanders,4,34,0,3,12:31,26,8,-3,0,0,0,0,0,0,2017-2018
8480222,Sebastian Aho,Defenseman,New York Islanders,3,22,0,1,16:14,14,6,-5,0,0,0,0,0,0,2017-2018
8470860,Jaroslav Halak,Goalie,New York Islanders,0,54,49,0,56:00:00,0,0,0,20,26,3.194392,1744,161,1,2017-2018
8471306,Thomas Greiss,Goalie,New York Islanders,0,27,25,0,55:15:00,0,0,0,13,8,3.821016,879,95,1,2017-2018
8476444,Christopher Gibson,Goalie,New York Islanders,0,8,8,0,53:21:00,0,0,0,2,3,3.654537,284,26,0,2017-2018
8470041,Rick Nash,Forward,New York Rangers,13,71,0,21,17:03,42,28,-12,0,0,0,0,0,0,2017-2018
8471490,Adam Cracknell,Forward,New York Rangers,0,5,0,0,7:42,1,0,-1,0,0,0,0,0,0,2017-2018
8471657,Cody McLeod,Forward,New York Rangers,3,48,0,1,7:23,19,111,-11,0,0,0,0,0,0,2017-2018
8471686,Marc Staal,Defenseman,New York Rangers,7,72,0,1,18:31,96,18,11,0,0,0,0,0,0,2017-2018
8471976,David Desharnais,Forward,New York Rangers,22,71,0,6,13:03,36,18,-22,0,0,0,0,0,0,2017-2018
8473492,Matt Beleskey,Forward,New York Rangers,0,15,0,0,10:58,5,21,-9,0,0,0,0,0,0,2017-2018
8473546,Michael Grabner,Forward,New York Rangers,9,80,0,27,14:49,37,16,11,0,0,0,0,0,0,2017-2018
8474000,Steven Kampfer,Defenseman,New York Rangers,1,22,0,0,17:15,41,20,-7,0,0,0,0,0,0,2017-2018
8474008,Paul Carey,Forward,New York Rangers,7,60,0,7,10:15,22,20,-13,0,0,0,0,0,0,2017-2018
8474031,Kevin Shattenkirk,Defenseman,New York Rangers,18,46,0,5,20:16,65,44,-14,0,0,0,0,0,0,2017-2018
8474090,Brendan Smith,Defenseman,New York Rangers,7,44,0,1,17:10,37,69,2,0,0,0,0,0,0,2017-2018
8474151,Ryan McDonagh,Defenseman,New York Rangers,25,63,0,4,23:19,163,20,8,0,0,0,0,0,0,2017-2018
8474207,Nick Holden,Defenseman,New York Rangers,13,73,0,4,19:00,83,14,-5,0,0,0,0,0,0,2017-2018
8475180,Peter Holland,Forward,New York Rangers,3,23,0,1,12:23,12,7,-10,0,0,0,0,0,0,2017-2018
8475184,Chris Kreider,Forward,New York Rangers,21,58,0,16,15:37,24,44,-2,0,0,0,0,0,0,2017-2018
8475692,Mats Zuccarello,Forward,New York Rangers,37,80,0,16,18:55,67,36,-10,0,0,0,0,0,0,2017-2018
8475727,Ryan Spooner,Forward,New York Rangers,28,59,0,13,15:17,16,4,6,0,0,0,0,0,0,2017-2018
8475763,Kevin Hayes,Forward,New York Rangers,19,76,0,25,17:21,36,18,1,0,0,0,0,0,0,2017-2018
8475855,Jesper Fast,Forward,New York Rangers,20,71,0,13,14:52,44,26,-10,0,0,0,0,0,0,2017-2018
8476303,Rob O'Gara,Defenseman,New York Rangers,3,30,0,0,15:30,44,6,-7,0,0,0,0,0,0,2017-2018
8476396,Steven Fogarty,Forward,New York Rangers,0,1,0,0,12:16,0,2,0,0,0,0,0,0,0,2017-2018
8476401,Daniel Catenacci,Forward,New York Rangers,0,1,0,0,11:03,1,0,-1,0,0,0,0,0,0,2017-2018
8476450,Ryan Sproul,Defenseman,New York Rangers,4,16,0,1,16:22,17,6,-6,0,0,0,0,0,0,2017-2018
8476459,Mika Zibanejad,Forward,New York Rangers,20,72,0,27,17:57,64,14,-23,0,0,0,0,0,0,2017-2018
8476468,J.T. Miller,Forward,New York Rangers,35,82,0,23,17:01,26,40,-4,0,0,0,0,0,0,2017-2018
8476480,Vladislav Namestnikov,Forward,New York Rangers,26,81,0,22,17:05,44,45,6,0,0,0,0,0,0,2017-2018
8476869,Brady Skjei,Defenseman,New York Rangers,21,82,0,4,21:01,119,39,-27,0,0,0,0,0,0,2017-2018
8476918,Jimmy Vesey,Forward,New York Rangers,11,79,0,17,14:19,34,20,-18,0,0,0,0,0,0,2017-2018
8476922,Boo Nieves,Forward,New York Rangers,8,28,0,1,10:11,19,12,6,0,0,0,0,0,0,2017-2018
8477337,John Gilmour,Defenseman,New York Rangers,3,28,0,2,17:10,27,14,-11,0,0,0,0,0,0,2017-2018
8477402,Pavel Buchnevich,Forward,New York Rangers,29,74,0,14,15:00,35,20,-3,0,0,0,0,0,0,2017-2018
8477950,Tony DeAngelo,Defenseman,New York Rangers,8,32,0,0,16:33,42,11,-18,0,0,0,0,0,0,2017-2018
8479968,Vinni Lettieri,Forward,New York Rangers,4,19,0,1,12:03,6,0,-12,0,0,0,0,0,0,2017-2018
8480072,Lias Andersson,Forward,New York Rangers,1,7,0,1,11:56,3,0,1,0,0,0,0,0,0,2017-2018
8480078,Filip Chytil,Forward,New York Rangers,2,9,0,1,13:36,1,4,-5,0,0,0,0,0,0,2017-2018
8480145,Neal Pionk,Defenseman,New York Rangers,13,28,0,1,22:23,41,12,-1,0,0,0,0,0,0,2017-2018
8468685,Henrik Lundqvist,Goalie,New York Rangers,0,63,61,0,55:35:00,0,0,0,26,26,2.9807,2036,174,2,2017-2018
8471715,Ondrej Pavelec,Goalie,New York Rangers,0,19,12,0,47:33:00,0,0,0,4,9,3.054111,510,46,1,2017-2018
8477990,Brandon Halverson,Goalie,New York Rangers,0,1,0,0,12:33,0,0,0,0,0,4.780876,6,1,0,2017-2018
8480382,Alexandar Georgiev,Goalie,New York Rangers,0,10,9,0,51:28:00,0,0,0,4,4,3.147057,331,27,0,2017-2018
8469665,Johnny Oduya,Defenseman,Philadelphia Flyers,4,52,0,4,17:06,76,32,1,0,0,0,0,0,0,2017-2018
8470047,Valtteri Filppula,Forward,Philadelphia Flyers,22,81,0,11,16:28,55,20,-7,0,0,0,0,0,0,2017-2018
8473440,Will O'Neill,Defenseman,Philadelphia Flyers,0,1,0,0,9:25,0,0,0,0,0,0,0,0,0,2017-2018
8473512,Claude Giroux,Forward,Philadelphia Flyers,68,82,0,34,20:21,23,20,28,0,0,0,0,0,0,2017-2018
8473584,Andrew MacDonald,Defenseman,Philadelphia Flyers,15,66,0,6,19:51,131,30,8,0,0,0,0,0,0,2017-2018
8474161,Jakub Voracek,Forward,Philadelphia Flyers,65,82,0,20,19:27,32,50,10,0,0,0,0,0,0,2017-2018
8474190,Wayne Simmonds,Forward,Philadelphia Flyers,22,75,0,24,18:05,54,57,-16,0,0,0,0,0,0,2017-2018
8474627,Jori Lehtera,Forward,Philadelphia Flyers,5,62,0,3,10:30,21,14,-8,0,0,0,0,0,0,2017-2018
8474668,Dale Weise,Forward,Philadelphia Flyers,4,46,0,4,10:34,14,21,-7,0,0,0,0,0,0,2017-2018
8475430,Brandon Manning,Defenseman,Philadelphia Flyers,12,65,0,7,17:57,76,56,0,0,0,0,0,0,0,2017-2018
8475462,Radko Gudas,Defenseman,Philadelphia Flyers,14,70,0,2,17:06,123,83,0,0,0,0,0,0,0,2017-2018
8475729,Mark Alt,Defenseman,Philadelphia Flyers,0,15,0,0,12:26,18,2,-1,0,0,0,0,0,0,2017-2018
8475738,Jordan Weal,Forward,Philadelphia Flyers,13,69,0,8,12:57,25,12,-10,0,0,0,0,0,0,2017-2018
8476177,Matt Read,Forward,Philadelphia Flyers,0,19,0,1,10:54,11,2,-2,0,0,0,0,0,0,2017-2018
8476461,Sean Couturier,Forward,Philadelphia Flyers,45,82,0,31,21:35,44,31,34,0,0,0,0,0,0,2017-2018
8476872,Scott Laughton,Forward,Philadelphia Flyers,10,81,0,10,11:07,27,42,-10,0,0,0,0,0,0,2017-2018
8476906,Shayne Gostisbehere,Defenseman,Philadelphia Flyers,52,78,0,13,21:27,116,25,10,0,0,0,0,0,0,2017-2018
8476955,Taylor Leier,Forward,Philadelphia Flyers,4,39,0,1,10:29,19,6,-7,0,0,0,0,0,0,2017-2018
8477290,Michael Raffl,Forward,Philadelphia Flyers,9,76,0,13,13:15,50,28,9,0,0,0,0,0,0,2017-2018
8477399,Tyrell Goulbourne,Forward,Philadelphia Flyers,0,9,0,0,5:35,2,2,-2,0,0,0,0,0,0,2017-2018
8477462,Robert Hagg,Defenseman,Philadelphia Flyers,6,70,0,3,18:08,100,32,5,0,0,0,0,0,0,2017-2018
8477502,Samuel Morin,Forward,Philadelphia Flyers,0,2,0,0,15:48,1,4,1,0,0,0,0,0,0,2017-2018
8477948,Travis Sanheim,Defenseman,Philadelphia Flyers,8,49,0,2,15:35,35,20,-6,0,0,0,0,0,0,2017-2018
8478067,Oskar Lindblom,Forward,Philadelphia Flyers,4,23,0,2,14:35,13,8,4,0,0,0,0,0,0,2017-2018
8478365,Danick Martel,Forward,Philadelphia Flyers,0,4,0,0,10:13,9,0,-1,0,0,0,0,0,0,2017-2018
8478439,Travis Konecny,Forward,Philadelphia Flyers,23,81,0,24,14:54,53,46,17,0,0,0,0,0,0,2017-2018
8478500,Ivan Provorov,Defenseman,Philadelphia Flyers,24,82,0,17,24:09:00,169,20,17,0,0,0,0,0,0,2017-2018
8479974,Nolan Patrick,Forward,Philadelphia Flyers,17,73,0,13,13:43,19,30,1,0,0,0,0,0,0,2017-2018
8470880,Brian Elliott,Goalie,Philadelphia Flyers,0,43,42,0,58:39:00,0,0,0,23,11,2.664552,1228,112,1,2017-2018
8473607,Michal Neuvirth,Goalie,Philadelphia Flyers,0,22,18,0,47:12:00,0,0,0,9,7,2.599361,530,45,1,2017-2018
8475852,Petr Mrazek,Goalie,Philadelphia Flyers,0,39,33,0,53:45:00,0,0,0,14,13,3.033338,1080,106,4,2017-2018
8479312,Alex Lyon,Goalie,Philadelphia Flyers,0,11,7,0,43:37:00,0,0,0,4,2,2.751146,232,22,0,2017-2018
8471215,Evgeni Malkin,Forward,Pittsburgh Penguins,56,78,0,42,18:59,32,87,16,0,0,0,0,0,0,2017-2018
8471436,Matt Hunwick,Defenseman,Pittsburgh Penguins,6,42,0,4,17:30,53,21,-4,0,0,0,0,0,0,2017-2018
8471675,Sidney Crosby,Forward,Pittsburgh Penguins,60,82,0,29,20:41,36,46,0,0,0,0,0,0,0,2017-2018
8471724,Kris Letang,Defenseman,Pittsburgh Penguins,42,79,0,9,25:19:00,108,56,-9,0,0,0,0,0,0,2017-2018
8471817,Ryan Reaves,Forward,Pittsburgh Penguins,6,79,0,4,7:35,27,94,-7,0,0,0,0,0,0,2017-2018
8471887,Patric Hornqvist,Forward,Pittsburgh Penguins,20,70,0,29,17:19,64,58,2,0,0,0,0,0,0,2017-2018
8473544,Derick Brassard,Forward,Pittsburgh Penguins,25,72,0,21,17:43,25,34,0,0,0,0,0,0,0,2017-2018
8473548,Phil Kessel,Forward,Pittsburgh Penguins,58,82,0,34,18:41,17,36,-4,0,0,0,0,0,0,2017-2018
8474013,Ian Cole,Defenseman,Pittsburgh Penguins,15,67,0,5,17:46,116,76,14,0,0,0,0,0,0,2017-2018
8474176,Carl Hagelin,Forward,Pittsburgh Penguins,21,81,0,10,15:56,36,28,8,0,0,0,0,0,0,2017-2018
8474602,Justin Schultz,Defenseman,Pittsburgh Penguins,23,63,0,4,19:30,93,14,22,0,0,0,0,0,0,2017-2018
8475208,Brian Dumoulin,Defenseman,Pittsburgh Penguins,13,80,0,5,20:37,132,30,-5,0,0,0,0,0,0,2017-2018
8475735,Greg McKegg,Forward,Pittsburgh Penguins,2,26,0,2,9:40,10,8,-4,0,0,0,0,0,0,2017-2018
8475772,Riley Sheahan,Forward,Pittsburgh Penguins,21,81,0,11,14:40,50,8,4,0,0,0,0,0,0,2017-2018
8475810,Bryan Rust,Forward,Pittsburgh Penguins,25,69,0,13,16:02,40,26,11,0,0,0,0,0,0,2017-2018
8475832,Tom Kuhnhackl,Forward,Pittsburgh Penguins,6,69,0,2,10:01,50,6,-6,0,0,0,0,0,0,2017-2018
8475902,Zach Trotman,Defenseman,Pittsburgh Penguins,0,3,0,0,12:47,2,0,-3,0,0,0,0,0,0,2017-2018
8476293,Scott Wilson,Forward,Pittsburgh Penguins,8,69,0,6,12:12,33,8,-20,0,0,0,0,0,0,2017-2018
8476302,Frank Corrado,Defenseman,Pittsburgh Penguins,0,5,0,0,11:30,6,2,-1,0,0,0,0,0,0,2017-2018
8476326,Josh Archibald,Forward,Pittsburgh Penguins,6,42,0,5,11:56,16,25,-2,0,0,0,0,0,0,2017-2018
8476467,Jamie Oleksiak,Defenseman,Pittsburgh Penguins,12,68,0,5,16:39,76,87,7,0,0,0,0,0,0,2017-2018
8476874,Olli Maatta,Defenseman,Pittsburgh Penguins,22,82,0,7,18:45,115,28,-1,0,0,0,0,0,0,2017-2018
8477240,Carter Rowney,Forward,Pittsburgh Penguins,3,44,0,2,9:20,24,4,-13,0,0,0,0,0,0,2017-2018
8477244,Chad Ruhwedel,Defenseman,Pittsburgh Penguins,3,44,0,2,15:43,43,16,-8,0,0,0,0,0,0,2017-2018
8477404,Jake Guentzel,Forward,Pittsburgh Penguins,26,82,0,22,16:29,46,42,-9,0,0,0,0,0,0,2017-2018
8477520,Jean-Sebastien Dea,Forward,Pittsburgh Penguins,0,5,0,1,5:29,1,2,1,0,0,0,0,0,0,2017-2018
8477591,Josh Jooris,Forward,Pittsburgh Penguins,3,40,0,3,9:45,11,16,-7,0,0,0,0,0,0,2017-2018
8477839,Conor Sheary,Forward,Pittsburgh Penguins,12,79,0,18,13:56,31,10,2,0,0,0,0,0,0,2017-2018
8478466,Daniel Sprong,Forward,Pittsburgh Penguins,1,8,0,2,13:58,4,0,2,0,0,0,0,0,0,2017-2018
8478866,Dominik Simon,Forward,Pittsburgh Penguins,8,33,0,4,11:25,18,16,2,0,0,0,0,0,0,2017-2018
8479944,Zach Aston-Reese,Forward,Pittsburgh Penguins,2,16,0,4,11:22,6,2,2,0,0,0,0,0,0,2017-2018
8474550,Antti Niemi,Goalie,Pittsburgh Penguins,0,24,20,0,50:32:00,0,0,0,7,9,3.115984,710,63,1,2017-2018
8476899,Matt Murray,Goalie,Pittsburgh Penguins,0,49,45,0,55:46:00,0,0,0,27,16,2.919904,1423,133,1,2017-2018
8477465,Tristan Jarry,Goalie,Pittsburgh Penguins,0,26,23,0,52:27:00,0,0,0,14,6,2.771396,687,63,2,2017-2018
8479193,Casey DeSmith,Goalie,Pittsburgh Penguins,0,14,11,0,50:00:00,0,0,0,6,4,2.399486,356,28,1,2017-2018
8465009,Zdeno Chara,Defenseman,Boston Bruins,17,73,0,7,22:54,118,60,22,0,0,0,0,0,0,2017-2018
8467407,Brian Gionta,Forward,Boston Bruins,5,20,0,2,13:04,6,2,-1,0,0,0,0,0,0,2017-2018
8470041,Rick Nash,Forward,Boston Bruins,13,71,0,21,17:03,42,28,-12,0,0,0,0,0,0,2017-2018
8470638,Patrice Bergeron,Forward,Boston Bruins,33,64,0,30,19:26,42,26,21,0,0,0,0,0,0,2017-2018
8470655,David Backes,Forward,Boston Bruins,19,57,0,14,15:23,25,53,2,0,0,0,0,0,0,2017-2018
8471276,David Krejci,Forward,Boston Bruins,27,64,0,17,16:52,35,18,10,0,0,0,0,0,0,2017-2018
8471717,Adam McQuaid,Defenseman,Boston Bruins,3,38,0,1,15:42,56,62,-1,0,0,0,0,0,0,2017-2018
8473419,Brad Marchand,Forward,Boston Bruins,51,68,0,34,19:42,25,63,25,0,0,0,0,0,0,2017-2018
8473492,Matt Beleskey,Forward,Boston Bruins,0,15,0,0,10:58,5,21,-9,0,0,0,0,0,0,2017-2018
8474062,Riley Nash,Forward,Boston Bruins,26,76,0,15,15:24,67,18,16,0,0,0,0,0,0,2017-2018
8474074,Paul Postma,Defenseman,Boston Bruins,1,14,0,0,10:13,10,2,-2,0,0,0,0,0,0,2017-2018
8474207,Nick Holden,Defenseman,Boston Bruins,13,73,0,4,19:00,83,14,-5,0,0,0,0,0,0,2017-2018
8474739,Tommy Wingels,Forward,Boston Bruins,8,75,0,9,11:29,41,45,-11,0,0,0,0,0,0,2017-2018
8475224,Jordan Szwarz,Forward,Boston Bruins,3,12,0,0,11:30,8,2,-4,0,0,0,0,0,0,2017-2018
8475727,Ryan Spooner,Forward,Boston Bruins,28,59,0,13,15:17,16,4,6,0,0,0,0,0,0,2017-2018
8475844,Kenny Agostino,Forward,Boston Bruins,1,5,0,0,12:02,1,4,-1,0,0,0,0,0,0,2017-2018
8476191,Kevan Miller,Defenseman,Boston Bruins,15,68,0,1,19:27,111,70,16,0,0,0,0,0,0,2017-2018
8476303,Rob O'Gara,Defenseman,Boston Bruins,3,30,0,0,15:30,44,6,-7,0,0,0,0,0,0,2017-2018
8476374,Sean Kuraly,Forward,Boston Bruins,8,75,0,6,12:14,22,40,-5,0,0,0,0,0,0,2017-2018
8476792,Torey Krug,Defenseman,Boston Bruins,45,76,0,14,20:24,73,36,0,0,0,0,0,0,0,2017-2018
8476891,Matt Grzelcyk,Defenseman,Boston Bruins,12,61,0,3,16:44,42,22,21,0,0,0,0,0,0,2017-2018
8477213,Tim Schaller,Forward,Boston Bruins,10,82,0,12,13:16,59,42,-5,0,0,0,0,0,0,2017-2018
8477320,Anton Blidh,Forward,Boston Bruins,0,1,0,0,10:23,0,0,0,0,0,0,0,0,0,2017-2018
8477417,Peter Cehlarik,Forward,Boston Bruins,1,6,0,1,13:56,3,2,2,0,0,0,0,0,0,2017-2018
8477529,Colby Cave,Forward,Boston Bruins,0,3,0,0,11:27,2,2,0,0,0,0,0,0,0,2017-2018
8477956,David Pastrnak,Forward,Boston Bruins,45,82,0,35,17:57,31,37,10,0,0,0,0,0,0,2017-2018
8477987,Ryan Donato,Forward,Boston Bruins,4,12,0,5,14:41,2,2,2,0,0,0,0,0,0,2017-2018
8478046,Danton Heinen,Forward,Boston Bruins,31,77,0,16,15:01,33,16,10,0,0,0,0,0,0,2017-2018
8478075,Anders Bjork,Forward,Boston Bruins,8,30,0,4,12:20,11,6,2,0,0,0,0,0,0,2017-2018
8478366,Frank Vatrano,Forward,Boston Bruins,3,41,0,7,10:50,15,34,3,0,0,0,0,0,0,2017-2018
8478443,Brandon Carlo,Defenseman,Boston Bruins,6,76,0,0,19:14,84,45,10,0,0,0,0,0,0,2017-2018
8478498,Jake DeBrusk,Forward,Boston Bruins,27,70,0,16,14:22,26,19,13,0,0,0,0,0,0,2017-2018
8478512,Austin Czarnik,Forward,Boston Bruins,4,10,0,0,10:54,0,0,-1,0,0,0,0,0,0,2017-2018
8478569,Noel Acciari,Forward,Boston Bruins,1,60,0,10,12:54,41,9,-6,0,0,0,0,0,0,2017-2018
8479325,Charlie McAvoy,Defenseman,Boston Bruins,25,63,0,7,22:08,80,53,20,0,0,0,0,0,0,2017-2018
8471418,Anton Khudobin,Goalie,Boston Bruins,0,31,29,0,57:26:00,0,0,0,16,6,2.560767,876,76,1,2017-2018
8471695,Tuukka Rask,Goalie,Boston Bruins,0,54,53,0,58:45:00,0,0,0,34,14,2.363632,1513,125,3,2017-2018
8469506,Jason Pominville,Forward,Buffalo Sabres,18,82,0,16,14:54,35,8,-17,0,0,0,0,0,0,2017-2018
8470324,Josh Gorges,Defenseman,Buffalo Sabres,2,34,0,0,14:56,54,17,-4,0,0,0,0,0,0,2017-2018
8470852,Matt Moulson,Forward,Buffalo Sabres,0,14,0,0,10:17,8,2,-9,0,0,0,0,0,0,2017-2018
8471678,Benoit Pouliot,Forward,Buffalo Sabres,6,74,0,13,13:40,34,22,-8,0,0,0,0,0,0,2017-2018
8473449,Kyle Okposo,Forward,Buffalo Sabres,29,76,0,15,17:01,34,40,-34,0,0,0,0,0,0,2017-2018
8473992,Justin Falk,Defenseman,Buffalo Sabres,1,46,0,1,16:05,62,28,-16,0,0,0,0,0,0,2017-2018
8474567,Zach Bogosian,Defenseman,Buffalo Sabres,1,18,0,0,19:09,23,20,-9,0,0,0,0,0,0,2017-2018
