,id,name,position,team,assists,games,games_started,goals,time_on_ice,blocked,penaltymin,plusMinus,wins,losses,gaa,shots_against,goals_against,shutouts,yearid
931,8475220,Marcus Foligno,Forward,Minnesota Wild,14.0,59.0,0.0,11.0,14:35,36.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
932,8475254,Gabriel Dumont,Forward,Minnesota Wild,0.0,3.0,0.0,0.0,11:30,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
933,8475692,Mats Zuccarello,Forward,Minnesota Wild,22.0,65.0,0.0,15.0,15:56,36.0,18.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
934,8475722,Jason Zucker,Forward,Minnesota Wild,21.0,60.0,0.0,20.0,16:20,23.0,21.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
935,8476372,Nick Seeler,Defenseman,Minnesota Wild,1.0,12.0,0.0,0.0,11:55,21.0,15.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
936,8476437,Victor Rask,Forward,Minnesota Wild,8.0,43.0,0.0,5.0,10:28,8.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
937,8476463,Jonas Brodin,Defenseman,Minnesota Wild,26.0,69.0,0.0,2.0,21:33,112.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
938,8476779,Brad Hunt,Defenseman,Minnesota Wild,11.0,59.0,0.0,8.0,15:08,39.0,6.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
939,8476851,Alex Galchenyuk,Forward,Minnesota Wild,16.0,59.0,0.0,8.0,12:18,17.0,16.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
940,8476856,Matt Dumba,Defenseman,Minnesota Wild,18.0,69.0,0.0,6.0,22:29,88.0,41.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
941,8477366,Luke Johnson,Forward,Minnesota Wild,0.0,3.0,0.0,0.0,11:35,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
942,8477369,Carson Soucy,Defenseman,Minnesota Wild,7.0,55.0,0.0,7.0,15:37,50.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
943,8477451,Ryan Hartman,Forward,Minnesota Wild,11.0,69.0,0.0,9.0,12:15,54.0,69.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
944,8477942,Kevin Fiala,Forward,Minnesota Wild,31.0,64.0,0.0,23.0,15:24,18.0,42.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
945,8477987,Ryan Donato,Forward,Minnesota Wild,9.0,62.0,0.0,14.0,10:38,14.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
946,8478413,Jordan Greenway,Forward,Minnesota Wild,20.0,67.0,0.0,8.0,14:09,44.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
947,8478493,Joel Eriksson Ek,Forward,Minnesota Wild,21.0,62.0,0.0,8.0,15:43,43.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
948,8479316,Luke Kunin,Forward,Minnesota Wild,16.0,63.0,0.0,15.0,15:27,54.0,55.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
949,8479734,Brennan Menell,Defenseman,Minnesota Wild,0.0,5.0,0.0,0.0,13:59,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
950,8479933,Gerald Mayhew,Forward,Minnesota Wild,0.0,13.0,0.0,2.0,11:32,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
951,8481477,Nico Sturm,Forward,Minnesota Wild,2.0,6.0,0.0,0.0,11:53,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
952,8474749,Matt Bartkowski,Defenseman,Minnesota Wild,,,,,,,,,,,,,,,
953,8471227,Devan Dubnyk,Goalie,Minnesota Wild,0.0,30.0,28.0,0.0,55:29,0.0,0.0,0.0,12.0,15.0,3.3521,849.0,93.0,1.0,2019-2020
954,8471774,Alex Stalock,Goalie,Minnesota Wild,0.0,38.0,36.0,0.0,57:17,0.0,0.0,0.0,20.0,11.0,2.673,1082.0,97.0,4.0,2019-2020
955,8478039,Kaapo Kahkonen,Goalie,Minnesota Wild,0.0,5.0,5.0,0.0,60:50,0.0,0.0,0.0,3.0,1.0,2.9586,172.0,15.0,0.0,2019-2020
956,8471218,Blake Wheeler,Forward,Winnipeg Jets,43.0,71.0,0.0,22.0,19:19,51.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
957,8473412,Bryan Little,Forward,Winnipeg Jets,3.0,7.0,0.0,2.0,16:09,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
958,8473618,Mathieu Perreault,Forward,Winnipeg Jets,8.0,49.0,0.0,7.0,13:06,19.0,10.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
959,8473914,Mark Letestu,Forward,Winnipeg Jets,0.0,7.0,0.0,0.0,10:35,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
960,8474579,Luca Sbisa,Defenseman,Winnipeg Jets,8.0,44.0,0.0,2.0,17:56,71.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
961,8475179,Dmitry Kulikov,Defenseman,Winnipeg Jets,8.0,51.0,0.0,2.0,20:01,77.0,32.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
962,8475236,Cody Eakin,Forward,Winnipeg Jets,10.0,49.0,0.0,5.0,14:34,16.0,16.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
963,8475268,Gabriel Bourque,Forward,Winnipeg Jets,4.0,52.0,0.0,2.0,08:36,40.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
964,8475868,Anthony Bitetto,Defenseman,Winnipeg Jets,8.0,51.0,0.0,0.0,15:09,50.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
965,8476331,Dylan DeMelo,Defenseman,Winnipeg Jets,10.0,59.0,0.0,0.0,20:08,77.0,37.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
966,8476392,Adam Lowry,Forward,Winnipeg Jets,6.0,49.0,0.0,4.0,14:57,22.0,23.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
967,8476400,Logan Shaw,Forward,Winnipeg Jets,2.0,35.0,0.0,3.0,06:49,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
968,8476406,Nicholas Shore,Forward,Winnipeg Jets,3.0,63.0,0.0,3.0,09:10,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
969,8476460,Mark Scheifele,Forward,Winnipeg Jets,44.0,71.0,0.0,29.0,21:48,49.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
970,8476470,Nathan Beaulieu,Defenseman,Winnipeg Jets,7.0,38.0,0.0,1.0,16:59,47.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
971,8477359,Tucker Poolman,Defenseman,Winnipeg Jets,12.0,57.0,0.0,4.0,17:26,59.0,24.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
972,8477429,Andrew Copp,Forward,Winnipeg Jets,16.0,63.0,0.0,10.0,17:41,27.0,10.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
973,8477472,Carl Dahlstrom,Defenseman,Winnipeg Jets,1.0,15.0,0.0,0.0,14:45,13.0,6.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
974,8477504,Josh Morrissey,Defenseman,Winnipeg Jets,26.0,65.0,0.0,5.0,22:46,59.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
975,8477940,Nikolaj Ehlers,Forward,Winnipeg Jets,33.0,71.0,0.0,25.0,16:31,28.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
976,8478058,CJ Suess,Forward,Winnipeg Jets,0.0,1.0,0.0,0.0,06:26,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
977,8478398,Kyle Connor,Forward,Winnipeg Jets,35.0,71.0,0.0,38.0,21:05,17.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
978,8478424,Jansen Harkins,Forward,Winnipeg Jets,5.0,29.0,0.0,2.0,10:37,10.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
979,8478458,Jack Roslovic,Forward,Winnipeg Jets,17.0,71.0,0.0,12.0,14:53,21.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
980,8478891,Mason Appleton,Forward,Winnipeg Jets,3.0,46.0,0.0,5.0,11:09,12.0,20.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
981,8478915,Sami Niku,Defenseman,Winnipeg Jets,5.0,17.0,0.0,0.0,16:09,19.0,12.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
982,8479339,Patrik Laine,Forward,Winnipeg Jets,35.0,68.0,0.0,28.0,19:24,35.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
983,8480145,Neal Pionk,Defenseman,Winnipeg Jets,39.0,71.0,0.0,6.0,23:22,78.0,32.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
984,8481019,David Gustafsson,Forward,Winnipeg Jets,0.0,22.0,0.0,1.0,06:08,6.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
985,8481572,Ville Heinola,Defenseman,Winnipeg Jets,4.0,8.0,0.0,1.0,18:03,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
986,8481642,Andrei Chibisov,Forward,Winnipeg Jets,0.0,2.0,0.0,0.0,07:27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
987,8481649,Joona Luoto,Forward,Winnipeg Jets,0.0,16.0,0.0,0.0,06:35,8.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
988,8476316,Laurent Brossoit,Goalie,Winnipeg Jets,0.0,19.0,15.0,0.0,51:59,0.0,0.0,0.0,6.0,7.0,3.2797,512.0,54.0,0.0,2019-2020
989,8476945,Connor Hellebuyck,Goalie,Winnipeg Jets,0.0,58.0,56.0,0.0,56:21,0.0,0.0,0.0,31.0,21.0,2.5699,1796.0,140.0,6.0,2019-2020
990,8470755,Brad Richardson,Forward,Arizona Coyotes,5.0,59.0,0.0,6.0,13:38,44.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
991,8471262,Carl Soderberg,Forward,Arizona Coyotes,18.0,70.0,0.0,17.0,15:53,41.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
992,8471274,Alex Goligoski,Defenseman,Arizona Coyotes,28.0,70.0,0.0,4.0,23:03,134.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
993,8471769,Niklas Hjalmarsson,Defenseman,Arizona Coyotes,4.0,27.0,0.0,1.0,18:45,46.0,14.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
994,8473546,Michael Grabner,Forward,Arizona Coyotes,3.0,46.0,0.0,8.0,12:22,12.0,6.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
995,8473548,Phil Kessel,Forward,Arizona Coyotes,24.0,70.0,0.0,14.0,17:08,20.0,22.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
996,8474218,Jason Demers,Defenseman,Arizona Coyotes,11.0,50.0,0.0,0.0,20:29,70.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
997,8474604,Aaron Ness,Defenseman,Arizona Coyotes,1.0,24.0,0.0,0.0,12:32,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
998,8474613,Derek Stepan,Forward,Arizona Coyotes,18.0,70.0,0.0,10.0,17:38,54.0,16.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
999,8475171,Oliver Ekman-Larsson,Defenseman,Arizona Coyotes,21.0,66.0,0.0,9.0,23:00,65.0,38.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1000,8475791,Taylor Hall,Forward,Arizona Coyotes,36.0,65.0,0.0,16.0,19:10,29.0,34.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1001,8475808,Michael Chaput,Forward,Arizona Coyotes,0.0,2.0,0.0,0.0,10:00,2.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1002,8476994,Vinnie Hinostroza,Forward,Arizona Coyotes,17.0,68.0,0.0,5.0,13:06,26.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1003,8477851,Jordan Oesterle,Defenseman,Arizona Coyotes,10.0,58.0,0.0,3.0,17:00,88.0,14.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1004,8477951,Nick Schmaltz,Forward,Arizona Coyotes,34.0,70.0,0.0,11.0,15:32,34.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1005,8477989,Christian Dvorak,Forward,Arizona Coyotes,20.0,70.0,0.0,18.0,16:41,36.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1006,8478432,Christian Fischer,Forward,Arizona Coyotes,3.0,56.0,0.0,6.0,11:01,22.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1007,8478474,Lawson Crouse,Forward,Arizona Coyotes,10.0,66.0,0.0,15.0,13:34,29.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1008,8478476,Kyle Capobianco,Defenseman,Arizona Coyotes,0.0,9.0,0.0,1.0,14:45,10.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1009,8478856,Conor Garland,Forward,Arizona Coyotes,17.0,68.0,0.0,22.0,14:09,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1010,8479343,Clayton Keller,Forward,Arizona Coyotes,27.0,70.0,0.0,17.0,16:17,13.0,28.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1011,8479345,Jakob Chychrun,Defenseman,Arizona Coyotes,14.0,63.0,0.0,12.0,22:26,95.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1012,8480849,Barrett Hayton,Forward,Arizona Coyotes,3.0,20.0,0.0,1.0,11:08,3.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1013,8480913,Jordan Gross,Defenseman,Arizona Coyotes,1.0,2.0,0.0,0.0,16:10,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1014,8480950,Ilya Lyubushkin,Defenseman,Arizona Coyotes,4.0,51.0,0.0,0.0,14:11,53.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1015,8475311,Darcy Kuemper,Goalie,Arizona Coyotes,0.0,29.0,29.0,0.0,60:27,0.0,0.0,0.0,16.0,11.0,2.2243,903.0,65.0,2.0,2019-2020
1016,8477293,Antti Raanta,Goalie,Arizona Coyotes,0.0,33.0,32.0,0.0,55:14,0.0,0.0,0.0,15.0,14.0,2.6332,1014.0,80.0,2.0,2019-2020
1017,8478499,Adin Hill,Goalie,Arizona Coyotes,0.0,13.0,9.0,0.0,49:17,0.0,0.0,0.0,2.0,4.0,2.6219,343.0,28.0,0.0,2019-2020
1018,8468674,Deryk Engelland,Defenseman,Vegas Golden Knights,5.0,49.0,0.0,1.0,17:33,86.0,37.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1019,8471669,Paul Stastny,Forward,Vegas Golden Knights,21.0,71.0,0.0,17.0,17:07,32.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1020,8471817,Ryan Reaves,Forward,Vegas Golden Knights,7.0,71.0,0.0,8.0,10:08,24.0,47.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1021,8474157,Max Pacioretty,Forward,Vegas Golden Knights,34.0,71.0,0.0,32.0,17:54,35.0,44.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1022,8474166,Alec Martinez,Defenseman,Vegas Golden Knights,13.0,51.0,0.0,3.0,21:30,117.0,23.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1023,8474207,Nick Holden,Defenseman,Vegas Golden Knights,8.0,61.0,0.0,6.0,18:51,74.0,13.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1024,8475188,Brayden McNabb,Defenseman,Vegas Golden Knights,7.0,71.0,0.0,2.0,20:00,133.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1025,8475191,Reilly Smith,Forward,Vegas Golden Knights,27.0,71.0,0.0,27.0,17:54,30.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1026,8475204,Brandon Pirri,Forward,Vegas Golden Knights,2.0,16.0,0.0,0.0,12:33,5.0,8.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1027,8475236,Cody Eakin,Forward,Vegas Golden Knights,10.0,49.0,0.0,5.0,14:34,16.0,16.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1028,8475750,Jon Merrill,Defenseman,Vegas Golden Knights,5.0,49.0,0.0,2.0,18:09,71.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1029,8475913,Mark Stone,Forward,Vegas Golden Knights,42.0,65.0,0.0,21.0,19:24,51.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1030,8476393,Nick Cousins,Forward,Vegas Golden Knights,15.0,65.0,0.0,10.0,13:30,31.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1031,8476448,William Karlsson,Forward,Vegas Golden Knights,31.0,63.0,0.0,15.0,18:51,38.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1032,8476539,Jonathan Marchessault,Forward,Vegas Golden Knights,25.0,66.0,0.0,22.0,17:16,12.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1033,8476905,Chandler Stephenson,Forward,Vegas Golden Knights,15.0,65.0,0.0,11.0,14:19,32.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1034,8476987,Jake Bischoff,Defenseman,Vegas Golden Knights,0.0,4.0,0.0,0.0,15:36,8.0,4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1035,8477220,Nate Schmidt,Defenseman,Vegas Golden Knights,24.0,59.0,0.0,7.0,21:40,91.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1036,8477447,Shea Theodore,Defenseman,Vegas Golden Knights,33.0,71.0,0.0,13.0,22:14,69.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1037,8477458,Valentin Zykov,Forward,Vegas Golden Knights,3.0,15.0,0.0,1.0,12:12,3.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1038,8477478,William Carrier,Forward,Vegas Golden Knights,12.0,71.0,0.0,7.0,09:52,11.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1039,8477887,Patrick Brown,Forward,Vegas Golden Knights,0.0,1.0,0.0,1.0,10:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1040,8477931,Tomas Nosek,Forward,Vegas Golden Knights,7.0,67.0,0.0,8.0,11:36,38.0,20.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1041,8477949,Alex Tuch,Forward,Vegas Golden Knights,9.0,42.0,0.0,8.0,14:37,20.0,8.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1042,8478434,Keegan Kolesar,Forward,Vegas Golden Knights,0.0,1.0,0.0,0.0,12:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1043,8478462,Nicolas Roy,Forward,Vegas Golden Knights,5.0,28.0,0.0,5.0,11:25,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1044,8479748,Gage Quinney,Forward,Vegas Golden Knights,1.0,3.0,0.0,0.0,09:42,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1045,8479980,Nicolas Hague,Defenseman,Vegas Golden Knights,10.0,38.0,0.0,1.0,16:05,26.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1046,8479996,Cody Glass,Forward,Vegas Golden Knights,7.0,39.0,0.0,5.0,13:21,6.0,6.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1047,8480727,Zach Whitecloud,Defenseman,Vegas Golden Knights,1.0,16.0,0.0,0.0,14:18,16.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
1048,8470594,Marc-Andre Fleury,Goalie,Vegas Golden Knights,0.0,49.0,48.0,0.0,58:46,0.0,0.0,0.0,27.0,16.0,2.7707,1399.0,133.0,5.0,2019-2020
1049,8475215,Robin Lehner,Goalie,Vegas Golden Knights,0.0,36.0,34.0,0.0,57:05,0.0,0.0,0.0,19.0,10.0,2.8899,1235.0,99.0,1.0,2019-2020
1050,8476343,Garret Sparks,Goalie,Vegas Golden Knights,0.0,1.0,0.0,0.0,27:24,0.0,0.0,0.0,0.0,0.0,4.3796,14.0,2.0,0.0,2019-2020
1051,8476861,Oscar Dansk,Goalie,Vegas Golden Knights,0.0,1.0,1.0,0.0,60:00,0.0,0.0,0.0,0.0,1.0,6.0,37.0,6.0,0.0,2019-2020
1052,8476876,Malcolm Subban,Goalie,Vegas Golden Knights,0.0,21.0,19.0,0.0,54:00,0.0,0.0,0.0,9.0,7.0,3.1739,546.0,60.0,0.0,2019-2020
